date,lat,lon,rainfall
2017-02-06,19.375,73.125,0.0
2017-02-07,18.875,72.625,
2017-02-07,18.875,72.875,0.0
2017-02-07,18.875,73.125,0.0
2017-02-07,19.125,72.625,
2017-02-07,19.125,72.875,0.0
2017-02-07,19.125,73.125,0.0
2017-02-07,19.375,72.625,
2017-02-07,19.375,72.875,0.0
2017-02-07,19.375,73.125,0.0
2017-02-08,18.875,72.625,
2017-02-08,18.875,72.875,0.0
2017-02-08,18.875,73.125,0.0
2017-02-08,19.125,72.625,
2017-02-08,19.125,72.875,0.0
2017-02-08,19.125,73.125,0.0
2017-02-08,19.375,72.625,
2017-02-08,19.375,72.875,0.0
2017-02-08,19.375,73.125,0.0
2017-02-09,18.875,72.625,
2017-02-09,18.875,72.875,0.0
2017-02-09,18.875,73.125,0.0
2017-02-09,19.125,72.625,
2017-02-09,19.125,72.875,0.0
2017-02-09,19.125,73.125,0.0
2017-02-09,19.375,72.625,
2017-02-09,19.375,72.875,0.0
2017-02-09,19.375,73.125,0.0
2017-02-10,18.875,72.625,
2017-02-10,18.875,72.875,0.0
2017-02-10,18.875,73.125,0.0
2017-02-10,19.125,72.625,
2017-02-10,19.125,72.875,0.0
2017-02-10,19.125,73.125,0.0
2017-02-10,19.375,72.625,
2017-02-10,19.375,72.875,0.0
2017-02-10,19.375,73.125,0.0
2017-02-11,18.875,72.625,
2017-02-11,18.875,72.875,0.0
2017-02-11,18.875,73.125,0.0
2017-02-11,19.125,72.625,
2017-02-11,19.125,72.875,0.0
2017-02-11,19.125,73.125,0.0
2017-02-11,19.375,72.625,
2017-02-11,19.375,72.875,0.0
2017-02-11,19.375,73.125,0.0
2017-02-12,18.875,72.625,
2017-02-12,18.875,72.875,0.0
2017-02-12,18.875,73.125,0.0
2017-02-12,19.125,72.625,
2017-02-12,19.125,72.875,0.0
2017-02-12,19.125,73.125,0.0
2017-02-12,19.375,72.625,
2017-02-12,19.375,72.875,0.0
2017-02-12,19.375,73.125,0.0
2017-02-13,18.875,72.625,
